ID,Title,Start,End,Commentaire,BackgroundColor
C_15412_66_3_0,ACCUEIL (Le Franc),2024-08-19T08:00:00,2024-08-19T09:35:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1","rgb(112,117,143)"
C_10057_43_2_1,MARK (Bruyndonckx),2024-08-19T09:50:00,2024-08-19T11:25:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion <br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10063_3_7_2,TSYS (Bron),2024-08-20T08:00:00,2024-08-20T09:35:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10064_66_3_3,MATH (Le Franc),2024-08-20T09:50:00,2024-08-20T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10050_158_2_4,BECO (Barbafieri),2024-08-20T13:10:00,2024-08-20T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion <br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10054_66_5_5,STAT (Le Franc),2024-08-21T08:00:00,2024-08-21T10:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10062_43_5_6,RTAB (Bruyndonckx),2024-08-21T10:40:00,2024-08-21T12:15:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10052_43_2_7,CPTA (Bruyndonckx),2024-08-21T13:10:00,2024-08-21T14:45:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion <br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15413_43_2_8,MARK (Bruyndonckx),2024-08-21T15:00:00,2024-08-21T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10060_66_3_9,MATH (Le Franc),2024-08-22T10:40:00,2024-08-22T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10065_66_3_10,REMA (Le Franc),2024-08-22T13:10:00,2024-08-22T14:45:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10053_43_3_11,COMM (Bruyndonckx),2024-08-23T10:40:00,2024-08-23T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10058_43_2_12,CPTA (Bruyndonckx),2024-08-23T13:10:00,2024-08-23T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion <br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10077_43_2_13,MARK (Bruyndonckx) - ETML-S303,2024-08-26T08:00:00,2024-08-26T11:25:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion <br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10083_3_7_14,TSYS (Bron),2024-08-27T08:00:00,2024-08-27T09:35:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10084_66_3_15,MATH (Le Franc),2024-08-27T09:50:00,2024-08-27T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10070_158_2_16,BECO (Barbafieri) - ES-R202,2024-08-27T13:10:00,2024-08-27T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion <br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10074_66_5_17,STAT (Le Franc),2024-08-28T08:00:00,2024-08-28T10:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10082_43_5_18,RTAB (Bruyndonckx),2024-08-28T10:40:00,2024-08-28T12:15:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10072_43_2_19,CPTA (Bruyndonckx) - ETML-S305,2024-08-28T13:10:00,2024-08-28T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion <br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10089_158_2_20,IDRO (Barbafieri) - ETML-S309,2024-08-29T08:50:00,2024-08-29T10:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion <br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10080_66_3_21,MATH (Le Franc),2024-08-29T10:40:00,2024-08-29T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10085_66_3_22,REMA (Le Franc),2024-08-29T13:10:00,2024-08-29T14:45:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10073_43_3_23,COMM (Bruyndonckx),2024-08-30T10:40:00,2024-08-30T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10078_43_2_24,CPTA (Bruyndonckx) - ETML-N321,2024-08-30T13:10:00,2024-08-30T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion <br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15430_43_2_25,MARK (Bruyndonckx) - ETML-S303,2024-09-02T08:00:00,2024-09-02T11:25:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10103_3_7_26,TSYS (Bron),2024-09-03T08:00:00,2024-09-03T09:35:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10104_66_3_27,MATH (Le Franc),2024-09-03T09:50:00,2024-09-03T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15438_158_2_28,BECO (Barbafieri) - ES-R202,2024-09-03T13:10:00,2024-09-03T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10094_66_5_29,STAT (Le Franc),2024-09-04T08:00:00,2024-09-04T10:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10102_43_5_30,RTAB (Bruyndonckx),2024-09-04T10:40:00,2024-09-04T12:15:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15446_43_2_31,CPTA (Bruyndonckx) - ETML-S305,2024-09-04T13:10:00,2024-09-04T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_15454_158_2_32,IDRO (Barbafieri) - ETML-S309,2024-09-05T08:50:00,2024-09-05T10:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10100_66_3_33,MATH (Le Franc),2024-09-05T10:40:00,2024-09-05T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10105_66_3_34,REMA (Le Franc),2024-09-05T13:10:00,2024-09-05T14:45:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10093_43_3_35,COMM (Bruyndonckx),2024-09-06T10:40:00,2024-09-06T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15462_43_2_36,CPTA (Bruyndonckx) - ETML-N321,2024-09-06T13:10:00,2024-09-06T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_15431_43_2_37,MARK (Bruyndonckx) - ETML-S303,2024-09-09T08:00:00,2024-09-09T11:25:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10125_66_3_38,REMA (Le Franc),2024-09-10T08:00:00,2024-09-10T09:35:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10124_66_3_39,MATH (Le Franc),2024-09-10T09:50:00,2024-09-10T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15439_158_2_40,BECO (Barbafieri) - ES-R202,2024-09-10T13:10:00,2024-09-10T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10114_66_5_41,STAT (Le Franc),2024-09-11T08:00:00,2024-09-11T10:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10122_43_5_42,RTAB (Bruyndonckx),2024-09-11T10:40:00,2024-09-11T12:15:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15447_43_2_43,CPTA (Bruyndonckx) - ETML-S305,2024-09-11T13:10:00,2024-09-11T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_15400_66_3_44,MATH (Le Franc),2024-09-12T08:00:00,2024-09-12T08:45:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1","rgb(112,117,143)"
C_15455_158_2_45,IDRO (Barbafieri) - ETML-S309,2024-09-12T08:50:00,2024-09-12T10:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10120_66_3_46,MATH (Le Franc),2024-09-12T10:40:00,2024-09-12T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10123_3_7_47,TSYS (Bron),2024-09-12T12:20:00,2024-09-12T13:55:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10113_43_3_48,COMM (Bruyndonckx),2024-09-13T10:40:00,2024-09-13T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15463_43_2_49,CPTA (Bruyndonckx) - ETML-N321,2024-09-13T13:10:00,2024-09-13T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10141_3_7_50,TSYS (Bron),2024-09-17T09:50:00,2024-09-17T11:25:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15440_158_2_51,BECO (Barbafieri) - ES-R202,2024-09-17T13:10:00,2024-09-17T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10133_66_5_52,STAT (Le Franc),2024-09-18T08:00:00,2024-09-18T10:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10140_43_5_53,RTAB (Bruyndonckx),2024-09-18T10:40:00,2024-09-18T12:15:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15448_43_2_54,CPTA (Bruyndonckx) - ETML-S305,2024-09-18T13:10:00,2024-09-18T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_15456_158_2_55,IDRO (Barbafieri) - ETML-S309,2024-09-19T08:50:00,2024-09-19T10:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10138_66_3_56,MATH (Le Franc),2024-09-19T10:40:00,2024-09-19T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10143_66_3_57,REMA (Le Franc),2024-09-19T12:20:00,2024-09-19T14:45:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10132_43_3_58,COMM (Bruyndonckx),2024-09-20T10:40:00,2024-09-20T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15464_43_2_59,CPTA (Bruyndonckx) - ETML-N321,2024-09-20T13:10:00,2024-09-20T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_15433_43_2_60,MARK (Bruyndonckx) - ETML-S303,2024-09-23T08:00:00,2024-09-23T11:25:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10142_66_3_61,MATH (Le Franc),2024-09-23T14:00:00,2024-09-23T15:45:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10160_3_7_62,TSYS (Bron),2024-09-24T08:00:00,2024-09-24T09:35:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10161_66_3_63,MATH (Le Franc),2024-09-24T09:50:00,2024-09-24T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15441_158_2_64,BECO (Barbafieri) - ES-R202,2024-09-24T13:10:00,2024-09-24T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10151_66_5_65,STAT (Le Franc),2024-09-25T08:00:00,2024-09-25T10:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10159_43_5_66,RTAB (Bruyndonckx),2024-09-25T10:40:00,2024-09-25T12:15:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15449_43_2_67,CPTA (Bruyndonckx) - ETML-S305,2024-09-25T13:10:00,2024-09-25T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_15457_158_2_68,IDRO (Barbafieri) - ETML-S309,2024-09-26T08:50:00,2024-09-26T10:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10157_66_3_69,MATH (Le Franc),2024-09-26T10:40:00,2024-09-26T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10162_66_3_70,REMA (Le Franc),2024-09-26T13:10:00,2024-09-26T14:45:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10150_43_3_71,COMM (Bruyndonckx),2024-09-27T10:40:00,2024-09-27T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15465_43_2_72,CPTA (Bruyndonckx) - ETML-N321,2024-09-27T13:10:00,2024-09-27T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_15434_43_2_73,MARK (Bruyndonckx) - ETML-S303,2024-09-30T08:00:00,2024-09-30T11:25:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_20014_43_2_74,CPTA (Bruyndonckx),2024-09-30T14:00:00,2024-09-30T15:45:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10180_3_7_75,TSYS (Bron),2024-10-01T08:00:00,2024-10-01T09:35:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10181_66_3_76,MATH (Le Franc),2024-10-01T09:50:00,2024-10-01T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15442_158_2_77,BECO (Barbafieri) - ES-R202,2024-10-01T13:10:00,2024-10-01T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10171_66_3_78,MATH (Le Franc),2024-10-02T08:00:00,2024-10-02T10:35:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10179_43_5_79,RTAB (Bruyndonckx),2024-10-02T10:40:00,2024-10-02T12:15:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15450_43_2_80,CPTA (Bruyndonckx) - ETML-S305,2024-10-02T13:10:00,2024-10-02T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion ","rgb(112,117,143)"
C_15458_158_2_81,IDRO (Barbafieri) - ETML-S309,2024-10-03T08:50:00,2024-10-03T10:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion ","rgb(112,117,143)"
C_10177_66_3_82,MATH (Le Franc),2024-10-03T10:40:00,2024-10-03T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10182_66_5_83,STAT (Le Franc),2024-10-03T12:20:00,2024-10-03T14:45:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10170_43_3_84,COMM (Bruyndonckx),2024-10-04T10:40:00,2024-10-04T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15435_43_2_85,MARK (Bruyndonckx) - ETML-S303,2024-10-07T08:00:00,2024-10-07T11:25:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_15466_43_2_86,CPTA (Bruyndonckx),2024-10-07T14:00:00,2024-10-07T15:45:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10200_3_7_87,TSYS (Bron),2024-10-08T08:00:00,2024-10-08T09:35:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10201_66_3_88,MATH (Le Franc),2024-10-08T09:50:00,2024-10-08T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15443_158_2_89,BECO (Barbafieri) - ES-R202,2024-10-08T13:10:00,2024-10-08T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10191_66_5_90,STAT (Le Franc),2024-10-09T08:00:00,2024-10-09T10:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10199_43_5_91,RTAB (Bruyndonckx),2024-10-09T10:40:00,2024-10-09T12:15:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15451_43_2_92,CPTA (Bruyndonckx) - ETML-S305,2024-10-09T13:10:00,2024-10-09T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_15459_158_2_93,IDRO (Barbafieri) - ETML-S309,2024-10-10T08:50:00,2024-10-10T10:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10197_66_3_94,MATH (Le Franc),2024-10-10T10:40:00,2024-10-10T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10202_66_3_95,REMA (Le Franc),2024-10-10T13:10:00,2024-10-10T14:45:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10190_43_3_96,COMM (Bruyndonckx),2024-10-11T10:40:00,2024-10-11T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15467_43_2_97,CPTA (Bruyndonckx) - ETML-N321,2024-10-11T13:10:00,2024-10-11T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_15436_43_2_98,MARK (Bruyndonckx) - ETML-S303,2024-10-28T08:00:00,2024-10-28T11:25:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10220_3_7_99,TSYS (Bron),2024-10-29T08:00:00,2024-10-29T09:35:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10221_66_3_100,MATH (Le Franc),2024-10-29T09:50:00,2024-10-29T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15444_158_2_101,BECO (Barbafieri) - ES-R202,2024-10-29T13:10:00,2024-10-29T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10211_66_5_102,STAT (Le Franc),2024-10-30T08:00:00,2024-10-30T10:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10219_43_5_103,RTAB (Bruyndonckx),2024-10-30T10:40:00,2024-10-30T12:15:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15452_43_2_104,CPTA (Bruyndonckx) - ETML-S305,2024-10-30T13:10:00,2024-10-30T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_15460_158_2_105,IDRO (Barbafieri) - ETML-S309,2024-10-31T08:50:00,2024-10-31T10:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10217_66_3_106,MATH (Le Franc),2024-10-31T10:40:00,2024-10-31T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_20098_66_3_107,MATH (Le Franc),2024-10-31T12:20:00,2024-10-31T13:05:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1","rgb(112,117,143)"
C_10222_66_3_108,REMA (Le Franc),2024-10-31T13:10:00,2024-10-31T14:45:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10210_43_3_109,COMM (Bruyndonckx),2024-11-01T10:40:00,2024-11-01T12:15:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15468_43_2_110,CPTA (Bruyndonckx) - ETML-N321,2024-11-01T13:10:00,2024-11-01T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_15437_43_2_111,MARK (Bruyndonckx) - ETML-S303,2024-11-04T08:00:00,2024-11-04T11:25:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
C_10240_3_7_112,TSYS (Bron),2024-11-05T08:00:00,2024-11-05T09:35:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_10241_66_3_113,MATH (Le Franc),2024-11-05T09:50:00,2024-11-05T11:25:00,"Groupe : SIG1, Module : SI130 - BRIT1 - Branches instrumentales 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(112,117,143)"
C_15445_158_2_114,BECO (Barbafieri) - ES-R202,2024-11-05T13:10:00,2024-11-05T16:35:00,"Groupe : SIG1-inf, Module : SI110 - CGES - Compléments de gestion","rgb(112,117,143)"
