ID,Title,Start,End,Commentaire,BackgroundColor
C_10633_76_6_486,IPOO (Bianchi-Huguenin),2025-06-05T13:10:00,2025-06-05T16:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_20111_66_4_487,REMA (Le Franc),2025-06-06T08:50:00,2025-06-06T09:35:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2","rgb(75, 108, 166)"
C_10642_3_7_488,RESE (Bron),2025-06-06T09:50:00,2025-06-06T12:15:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10643_163_6_489,WEBA (GANDER),2025-06-06T13:10:00,2025-06-06T16:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_20104_66_6_490,WEBA (Le Franc),2025-06-10T08:00:00,2025-06-10T09:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1","rgb(75, 108, 166)"
C_10649_66_4_491,MATH (Le Franc),2025-06-10T09:50:00,2025-06-10T11:25:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10652_142_7_492,PRSE (Gerber),2025-06-10T13:10:00,2025-06-10T16:35:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10648_66_5_493,TKDE (Le Franc),2025-06-11T08:00:00,2025-06-11T10:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10654_43_4_494,COMM (Bruyndonckx),2025-06-11T10:40:00,2025-06-11T12:15:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10655_43_5_495,GEFA (Bruyndonckx),2025-06-11T13:10:00,2025-06-11T16:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10650_158_5_496,DROA (Barbafieri),2025-06-12T08:00:00,2025-06-12T09:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10653_66_4_497,MATH (Le Franc),2025-06-12T09:50:00,2025-06-12T11:25:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10658_66_4_498,REMA (Le Franc),2025-06-12T11:30:00,2025-06-12T12:15:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10647_76_6_499,IPOO (Bianchi-Huguenin),2025-06-12T13:10:00,2025-06-12T16:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_20112_66_4_500,REMA (Le Franc),2025-06-13T08:50:00,2025-06-13T09:35:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2","rgb(75, 108, 166)"
C_10656_3_7_501,RESE (Bron),2025-06-13T09:50:00,2025-06-13T12:15:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10657_163_6_502,WEBA (GANDER),2025-06-13T13:10:00,2025-06-13T16:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10659_5_6_503,BDON (Girardet),2025-06-16T08:00:00,2025-06-16T09:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10660_5_6_504,MDLD (Girardet),2025-06-16T09:50:00,2025-06-16T11:25:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_20105_66_6_505,WEBA (Le Franc),2025-06-17T08:00:00,2025-06-17T09:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1","rgb(75, 108, 166)"
C_10664_66_4_506,MATH (Le Franc),2025-06-17T09:50:00,2025-06-17T11:25:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10667_142_7_507,PRSE (Gerber),2025-06-17T13:10:00,2025-06-17T16:35:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10663_66_5_508,TKDE (Le Franc),2025-06-18T08:00:00,2025-06-18T10:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10669_43_4_509,COMM (Bruyndonckx),2025-06-18T10:40:00,2025-06-18T12:15:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10670_43_5_510,GEFA (Bruyndonckx),2025-06-18T13:10:00,2025-06-18T16:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10665_158_5_511,DROA (Barbafieri),2025-06-19T08:00:00,2025-06-19T09:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10668_66_4_512,MATH (Le Franc),2025-06-19T09:50:00,2025-06-19T11:25:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10673_66_4_513,REMA (Le Franc),2025-06-19T11:30:00,2025-06-19T12:15:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10662_76_6_514,IPOO (Bianchi-Huguenin),2025-06-19T13:10:00,2025-06-19T16:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_20113_66_4_515,REMA (Le Franc),2025-06-20T08:50:00,2025-06-20T09:35:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2","rgb(75, 108, 166)"
C_10671_3_7_516,RESE (Bron),2025-06-20T09:50:00,2025-06-20T12:15:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10672_163_6_517,WEBA (GANDER),2025-06-20T13:10:00,2025-06-20T16:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10675_5_6_518,BDON (Girardet),2025-06-23T08:00:00,2025-06-23T09:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10676_5_6_519,MDLD (Girardet),2025-06-23T09:50:00,2025-06-23T11:25:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_20106_66_6_520,WEBA (Le Franc),2025-06-24T08:00:00,2025-06-24T09:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1","rgb(75, 108, 166)"
C_10680_66_4_521,MATH (Le Franc),2025-06-24T09:50:00,2025-06-24T11:25:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10683_142_7_522,PRSE (Gerber),2025-06-24T13:10:00,2025-06-24T16:35:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10679_66_5_523,TKDE (Le Franc),2025-06-25T08:00:00,2025-06-25T10:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10685_43_4_524,COMM (Bruyndonckx),2025-06-25T10:40:00,2025-06-25T12:15:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10686_43_5_525,GEFA (Bruyndonckx),2025-06-25T13:10:00,2025-06-25T16:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10681_158_5_526,DROA (Barbafieri),2025-06-26T08:00:00,2025-06-26T09:35:00,"Groupe : SIG1, Module : SI111 - OGEN - Outils pour la gestion d""entreprise<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10684_66_4_527,MATH (Le Franc),2025-06-26T09:50:00,2025-06-26T11:25:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10689_66_4_528,REMA (Le Franc),2025-06-26T11:30:00,2025-06-26T12:15:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10678_76_6_529,IPOO (Bianchi-Huguenin),2025-06-26T13:10:00,2025-06-26T16:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_20114_66_4_530,REMA (Le Franc),2025-06-27T08:50:00,2025-06-27T09:35:00,"Groupe : SIG1, Module : SI131 - BRIT2 - Branches instrumentales 2","rgb(75, 108, 166)"
C_10687_3_7_531,RESE (Bron),2025-06-27T09:50:00,2025-06-27T12:15:00,"Groupe : SIG1, Module : SI120 - INGP - Ingénierie Plateformes<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
C_10688_163_6_532,WEBA (GANDER),2025-06-27T13:10:00,2025-06-27T16:35:00,"Groupe : SIG1, Module : SI101 - INGL1 - Ingénierie logicielle 1<br/><u>Commentaires :</u><br/>Importation horaires du 19-06-2024","rgb(75, 108, 166)"
V_0,"Congé : Vacances d""été",2024-06-29T08:00,2024-08-18T18:00,,"rgb(179, 177, 171)"
V_1,Congé : Jeûne fédéral,2024-09-16T08:00,2024-09-16T18:00,,"rgb(179, 177, 171)"
V_2,"Congé : Vacances d""automne",2024-10-12T08:00,2024-10-27T18:00,,"rgb(179, 177, 171)"
V_3,"Congé : Vacances d""hiver",2024-12-21T08:00,2025-01-05T18:00,,"rgb(179, 177, 171)"
V_4,Congé : Relâches,2025-02-15T08:00,2025-02-23T18:00,,"rgb(179, 177, 171)"
V_5,Congé : Vacances de Pâques,2025-04-12T08:00,2025-04-27T18:00,,"rgb(179, 177, 171)"
V_6,"Congé : Pont de l""Ascension",2025-05-29T08:00,2025-06-01T18:00,,"rgb(179, 177, 171)"
V_7,Congé : Lundi de Pentecôte,2025-06-09T08:00,2025-06-09T18:00,,"rgb(179, 177, 171)"
V_8,"Congé : Vacances d""été",2025-06-28T08:00,2025-08-17T18:00,,"rgb(179, 177, 171)"
T_1_0_3_533,MATH-TE4,2025-01-22T14:00,2025-01-22T16:35,,"rgb(255, 0 ,0)"
T_2_0_3_534,MATH-TE3,2024-12-04T14:00,2024-12-04T16:35,,"rgb(255, 0 ,0)"
T_3_0_3_535,MATH-TE2,2024-10-31T12:20,2024-10-31T14:45,"Chapitres 1.1 et 1.2, pages 18 à 43<br/><br/>Supports autorisés :<br/>Une page A4 recto/verso de notes manuscrites<br/>Une calculatrice","rgb(255, 0 ,0)"
T_4_0_3_536,MATH-TE1,2024-09-19T12:20,2024-09-19T14:45,Théorie des ensembles<br/><br/>Documents autorisés : une page A4 recto/verso de notes manuscrites,"rgb(255, 0 ,0)"
T_78_0_3_537,ANGL-TEst Unit1,2024-09-30T12:20,2024-09-30T13:05,,"rgb(255, 0 ,0)"
T_79_0_3_538,ANGL-TEST Unit2,2024-11-25T12:20,2024-11-25T13:55,,"rgb(255, 0 ,0)"
T_80_0_3_539,ANGL-TEst Unit3,2025-01-06T12:20,2025-01-06T13:55,,"rgb(255, 0 ,0)"
T_6_0_5_540,STAT-TE1,2024-10-03T13:10,2024-10-03T14:45,,"rgb(255, 0 ,0)"
T_7_0_5_541,STAT-TE2,2024-12-10T13:10,2024-12-10T15:45,,"rgb(255, 0 ,0)"
T_8_0_5_542,STAT-TE3,2025-01-22T08:00,2025-01-22T10:35,,"rgb(255, 0 ,0)"
T_140_0_5_543,RTAB-TE1,2024-11-29T10:40,2024-11-29T12:15,Rendu Application RTAB AppCompta V1,"rgb(255, 0 ,0)"
T_30_0_6_544,ALGO-TE1,2024-12-11T08:00,2024-12-11T11:25,,"rgb(255, 0 ,0)"
T_31_0_6_545,ALGO-TE2,2025-01-21T13:10,2025-01-21T16:35,,"rgb(255, 0 ,0)"
T_149_0_6_546,UML-TEx-I,2025-01-15T12:20,2025-01-15T13:55,"Thème :<br/>Le diagramme de use cases<br/>Les use cases<br/>Le diagramme d""activités<br/>Le diagramme de classes","rgb(255, 0 ,0)"
T_153_0_6_547,MDLD-TE1,2024-12-16T09:50,2024-12-16T11:25,,"rgb(255, 0 ,0)"
T_154_0_6_548,BDON-TE1,2025-01-06T08:00,2025-01-06T09:35,,"rgb(255, 0 ,0)"
T_68_0_7_549,TSYS-TE01,2024-10-29T08:00,2024-10-29T09:35,"début -> représentation de l""information","rgb(255, 0 ,0)"
T_5_0_2_550,"BECO-Intro, offre demande, etc",2024-09-17T13:10,2024-09-17T14:45,,"rgb(255, 0 ,0)"
T_25_0_2_551,IDRO-TE introduction droit,2024-09-26T08:50,2024-09-26T09:35,,"rgb(255, 0 ,0)"
T_61_0_2_552,IDRO-Droit des personnes,2024-11-07T08:50,2024-11-07T09:35,,"rgb(255, 0 ,0)"
T_69_0_2_553,CPTA-TE1,2024-09-18T13:10,2024-09-18T14:45,TQG1 - Chap.1-4,"rgb(255, 0 ,0)"
T_73_0_2_554,IDRO-Introduction droit,2024-10-03T08:50,2024-10-03T09:35,,"rgb(255, 0 ,0)"
T_99_0_2_555,CPTA-TE2,2024-11-14T12:20,2024-11-14T13:55,TQG1 - Chapitres 1-9,"rgb(255, 0 ,0)"
T_100_0_2_556,BECO-PIB + Monnaie,2024-10-29T13:10,2024-10-29T14:45,,"rgb(255, 0 ,0)"
T_115_0_2_557,IDRO-TE obligations,2025-01-16T08:00,2025-01-16T09:35,,"rgb(255, 0 ,0)"
T_117_0_2_558,MARK-TE1,2024-11-04T08:00,2024-11-04T09:35,Défense orale du plan marketing,"rgb(255, 0 ,0)"
T_118_0_2_559,MARK-TE2,2024-11-04T09:50,2024-11-04T11:25,Rapport écrit du plan marketing,"rgb(255, 0 ,0)"
T_141_0_2_560,IGEF-TE1,2024-11-29T15:00,2024-11-29T16:35,"TE1 CAE (2p. théorie, exercice avant test, 2p. de test)","rgb(255, 0 ,0)"
